attack_cat,dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
Normal,0.205878,66,68,3926,57474,646.013645,31,29,150263.75,2200487.5,7,27,3.162492,3.064284,212.253625,208.931987,255,2244521650,154094004,255,0.000692,0.000568,0.000124,59,845,0,0,4,0,2,1,1,1,0,0,0,2,10,0
Normal,0.865493,10,8,800,1080,19.641984,62,252,6655.166504,8734.90625,2,2,96.057333,100.17457,4919.441941,183.102469,255,1905659195,3748053121,255,0.24205,0.164266,0.077784,80,135,1,138,2,1,1,1,1,2,0,0,1,1,1,0
Normal,0.052514,6,8,320,1826,247.553025,31,29,40674.86719,243439.8438,1,2,10.3728,7.413286,713.02512,15.826814,255,2696064001,712082271,255,0.001442,0.000618,0.000824,53,228,0,0,4,0,4,1,1,2,0,0,0,7,4,0
Normal,1.17675,14,18,1684,10168,26.343745,31,29,10632.67481,65291.69531,3,5,90.493151,69.189412,8855.574455,7753.464466,255,3060708789,3137316168,255,0.000655,0.000526,0.000129,120,565,1,3924,1,0,4,1,1,2,0,0,1,5,3,0
Normal,1.17609,14,18,1684,10168,26.358527,31,29,10638.6416,65328.33203,3,5,90.442231,69.150529,8855.690139,7753.963452,255,2507572083,463386515,255,0.00065,0.000527,0.000123,120,565,1,3924,1,0,2,1,1,2,0,0,1,1,3,0
Normal,0.005877,22,24,1920,4312,7656.968083,31,29,2495150.75,5626000.0,6,6,0.2768,0.227739,16.674357,13.245231,255,1605927074,3751649394,255,0.000772,0.000631,0.000141,87,180,0,0,2,0,2,1,1,2,0,0,0,1,3,0
Normal,0.032581,54,42,37808,3380,2915.809692,31,29,9111568.0,810288.1875,19,8,0.608302,0.782073,40.232917,1.542876,255,2431690212,283202120,255,0.000642,0.000512,0.00013,700,80,0,0,1,0,2,1,1,4,0,0,0,2,1,0
Normal,0.001042,2,2,146,178,2879.078645,31,29,560460.625,683301.3125,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,4,1,1,2,0,0,0,4,3,0
Normal,0.015311,36,40,2334,19266,4898.439051,31,29,1186075.375,9815166.0,7,13,0.440853,0.37841,0.0,0.0,255,2880046184,2910731792,255,0.000678,0.00055,0.000128,65,482,0,0,4,0,5,1,1,2,0,0,0,6,5,0
Normal,0.001017,2,2,132,164,2949.852669,31,29,519174.0625,645034.4375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,3,1,1,2,0,0,0,10,3,0
Normal,0.015886,40,42,2558,23162,5098.829342,31,29,1256452.25,11386630.0,7,14,0.41,0.37361,25.348502,23.98034,255,4048239270,1922955244,255,0.00072,0.000565,0.000155,64,551,0,0,7,0,2,1,1,1,0,0,0,4,3,0
Normal,0.001036,2,2,146,178,2895.752973,31,29,563706.5625,687258.6875,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,4,1,1,2,0,0,0,2,4,0
Normal,9e-06,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,11,2,3,3,1,8,0,0,0,3,8,0
Normal,0.001098,2,2,146,178,2732.24049,31,29,531876.125,648451.75,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,2,1,4,0,0,0,2,1,0
Normal,4e-06,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,7,2,5,1,1,5,0,0,0,3,11,0
Normal,0.268851,40,42,2558,23162,301.282109,31,29,74241.85938,672818.75,7,14,6.885487,6.545853,414.853235,404.559805,255,1867100042,273145217,255,0.000585,0.000468,0.000117,64,551,0,0,10,0,1,1,1,1,0,0,0,7,4,0
Normal,0.288019,22,24,2054,2478,156.239692,31,29,54468.62891,65967.86719,6,6,13.698762,12.500043,755.747121,722.020116,255,1336515812,3482167773,255,0.000641,0.000517,0.000124,93,103,0,0,4,0,1,2,1,1,0,0,0,2,4,0
Normal,1.069889,12,18,1580,10168,27.105617,31,29,10834.76953,71813.0625,3,5,97.231636,62.907531,9555.734423,7697.758265,255,3850086045,3846892375,255,0.000571,0.000458,0.000113,132,565,1,3924,4,0,3,3,2,2,0,0,4,7,4,0
Normal,0.018335,16,18,1540,1644,1799.83641,31,29,630051.8125,677611.125,4,4,1.2016,1.050941,72.58065,2.142567,255,2997078550,852156539,255,0.000587,0.000464,0.000123,96,91,0,0,16,0,7,6,1,6,0,0,0,9,7,0
Normal,1.004934,12,18,1580,10168,28.857618,31,29,11535.08594,76454.77344,3,5,91.326543,59.085115,9529.151629,0.0,255,367766302,368782378,255,0.000633,0.000483,0.00015,132,565,1,0,2,0,2,1,1,1,0,0,1,1,2,0
Normal,0.069201,4,4,520,304,101.154608,31,29,45086.05469,26358.0,0,0,17.996666,7.712,25.439816,10.895102,0,0,0,0,0.0,0.0,0.0,130,76,0,0,10,0,3,1,1,4,0,0,0,6,8,0
Normal,1.1e-05,2,0,104,0,90909.0902,254,0,37818180.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
Normal,0.001108,2,2,146,178,2707.581093,31,29,527075.8125,642599.25,0,0,0.001,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,5,1,1,1,0,0,0,2,4,0
Normal,0.959681,10,8,534,354,17.71422,254,252,4009.665771,2584.192139,2,1,106.617778,115.12,5405.926003,200.973844,255,2408379841,3156890715,255,0.260506,0.15384,0.106666,53,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0
Normal,0.03766,60,62,3614,45696,3212.958132,31,29,754965.5,9550505.0,7,24,0.632542,0.629102,43.479083,43.313664,255,147464949,2321905265,255,0.000702,0.00054,0.000162,60,737,0,0,4,0,1,1,1,2,0,0,0,1,10,0
Normal,0.037861,60,62,3614,50036,3195.900732,31,29,750957.4375,10402049.0,7,24,0.636542,0.610574,42.728281,41.5071,255,740667251,2886376272,255,0.000746,0.000608,0.000138,60,807,0,0,7,0,5,1,1,5,0,0,0,10,3,0
Normal,0.22487,14,6,8928,320,84.493264,31,29,294961.5313,9498.821289,4,1,18.739166,44.838602,1652.633382,68.164375,255,147013115,3121087699,255,0.000664,0.000536,0.000128,638,53,0,0,6,0,5,1,1,4,0,0,0,4,3,0
Normal,0.023745,16,18,1540,1644,1389.766245,31,29,486502.4063,523225.9375,4,4,1.562,1.369,89.284313,2.613007,255,594588306,2745085795,255,0.000593,0.000469,0.000124,96,91,0,0,11,0,6,4,1,5,0,0,0,9,10,0
Normal,0.014238,16,18,1540,1644,2317.741269,31,29,811349.9375,872594.5,4,4,0.927267,0.810529,66.503255,1.554935,255,113180745,2269076082,255,0.000569,0.000456,0.000113,96,91,0,0,6,0,5,3,1,5,0,0,0,6,6,0
Normal,0.038923,60,62,3614,50036,3108.701871,31,29,730467.875,10118234.0,7,24,0.665759,0.629148,38.025018,38.245229,255,2470247715,320984359,255,0.000652,0.000537,0.000115,60,807,0,0,3,0,2,1,1,1,0,0,0,3,3,0
Normal,6e-06,2,0,1064,0,166666.6608,254,0,709333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,28,2,7,6,1,28,0,0,0,6,30,0
Normal,0.006369,32,24,3728,5474,8635.578807,31,29,4536976.0,6589417.5,7,7,0.227464,0.244217,13.671599,0.358448,255,203372190,2349078054,255,0.000781,0.000627,0.000154,117,228,0,0,3,0,1,1,1,1,0,0,0,1,2,0
Normal,0.066785,60,62,3614,45696,1811.784076,31,29,425724.3438,5385520.5,7,24,1.146155,1.086377,69.886042,67.715653,255,1680249674,1705194229,255,0.000625,0.000515,0.00011,60,737,0,0,11,0,1,1,1,5,0,0,0,6,11,0
Normal,0.006282,24,24,2158,2478,7481.693882,31,29,2634829.75,3024514.5,6,6,0.270591,0.247739,14.692099,15.942002,255,3784876868,3785161768,255,0.00072,0.000575,0.000145,90,103,0,0,3,0,1,1,1,1,0,0,0,1,3,0
Normal,0.013127,16,18,1540,1644,2513.90263,31,29,880018.25,946446.25,4,4,0.8542,0.745941,59.433437,1.36736,255,1782460075,1788493083,255,0.000555,0.000441,0.000114,96,91,0,0,9,0,7,6,1,7,0,0,0,9,10,0
Normal,0.781792,16,18,1540,1644,42.210717,31,29,14776.30859,15891.69531,4,4,52.098598,45.95741,3525.493877,109.042414,255,2329677911,2442773993,255,0.000639,0.000508,0.000131,96,91,0,0,6,0,5,3,1,3,0,0,0,5,9,0
Normal,0.050011,60,62,3614,45696,2419.467643,31,29,568514.9375,7191857.5,7,24,0.853931,0.810475,52.338127,52.902809,255,2440282510,332370478,255,0.000683,0.000563,0.00012,60,737,0,0,4,0,2,1,1,1,0,0,0,9,8,0
Normal,0.036162,60,62,3614,50036,3346.053855,31,29,786239.6875,10890769.0,7,24,0.617724,0.58318,41.996492,40.464428,255,1259620043,3409498763,255,0.000722,0.000579,0.000143,60,807,0,0,7,0,3,1,1,1,0,0,0,2,5,0
Normal,0.0,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.744,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1
Normal,15.053828,26,28,4552,2976,3.520699,31,29,2326.052734,1525.193481,7,7,602.13898,557.529625,65313.85724,1908.638375,255,3384872998,3392356463,255,0.00065,0.000524,0.000126,175,106,0,0,15,0,9,1,1,3,0,0,0,7,10,0
Normal,0.280627,26,26,4376,2872,181.735891,31,29,119959.9453,78737.96875,7,7,11.21196,11.2068,704.278216,19.130334,255,3422507178,1279368131,255,0.000566,0.000454,0.000112,168,110,0,0,5,0,1,1,1,1,0,0,0,2,4,0
Normal,0.501405,10,6,534,268,29.915936,254,252,7674.435059,3573.957275,2,1,52.267333,84.18,2710.684508,133.525813,255,1912660763,777876769,255,0.146989,0.080502,0.066487,53,45,0,0,4,1,4,3,2,4,0,0,0,3,5,0
Normal,0.769784,122,126,7818,15180,320.869242,31,29,80583.64844,156511.4375,30,32,6.520678,6.15412,603.621605,588.151579,255,1966324066,4116928905,255,0.000636,0.000515,0.000121,64,120,0,0,10,0,4,1,1,1,0,0,0,4,6,0
Normal,0.448868,10,8,814,1074,37.873049,62,252,13063.97363,16753.25391,2,2,49.874222,53.99543,2577.075909,67.169578,255,618468542,2440578325,255,0.121006,0.070199,0.050807,81,134,1,135,3,1,1,1,1,3,0,0,1,1,3,0
Normal,0.004356,4,4,568,312,1606.97884,31,29,782369.125,429752.0625,0,0,1.152333,1.006,1.621162,1.416335,0,0,0,0,0.0,0.0,0.0,142,78,0,0,9,0,5,1,1,4,0,0,0,4,5,0
Normal,0.029078,16,18,1540,1644,1134.87863,31,29,397276.3125,427264.5938,4,4,1.891667,1.677471,119.456123,3.414985,255,229430750,1043871902,255,0.00099,0.000556,0.000434,96,91,0,0,11,0,13,11,1,8,0,0,0,19,6,0
Normal,7.6e-05,2,0,503,0,13157.89532,64,0,26526316.0,0.0,0,0,0.076,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,252,0,0,0,40,0,40,40,40,40,0,0,0,40,40,0
Normal,1.206056,14,18,1684,10168,25.703616,31,29,10374.31055,63705.16797,3,5,92.748154,70.890118,9465.827919,8286.12752,255,3125439376,981017135,255,0.001063,0.000922,0.000141,120,565,1,3924,1,0,1,1,1,1,0,0,1,2,1,0
Normal,0.046377,6,8,320,1838,280.311364,31,29,46057.3125,277551.375,1,2,9.21,6.549714,641.785853,15.716978,255,586882645,2744865905,255,0.000655,0.000526,0.000129,53,230,0,0,3,0,9,1,1,3,0,0,0,5,3,0
Normal,0.22352,8,12,424,8824,85.003581,31,29,13278.4541,289513.25,1,4,31.88257,20.073182,2038.141693,1666.365446,255,1648025461,2008029548,255,0.00551,0.002712,0.002798,53,735,0,0,3,0,6,1,1,5,0,0,0,4,6,0
Normal,0.386276,10,6,534,268,38.832337,254,252,9961.789062,4639.169922,2,1,41.578111,66.756203,2585.569619,114.157359,255,1216391965,3651595816,255,0.088705,0.052487,0.036218,53,45,0,0,13,1,2,2,1,12,0,0,0,2,12,0
Normal,1.900839,52,54,2934,3740,55.238766,31,29,12112.5459,15450.01953,11,15,37.265237,35.855867,3051.072301,82.394188,255,1804787808,1818279521,255,0.000599,0.000473,0.000126,56,69,0,0,1,0,6,1,1,5,1,1,0,5,1,0
Normal,0.00404,12,12,1064,2260,5693.069266,31,29,1932673.25,4102970.25,4,4,0.335364,0.320091,17.180081,0.383314,255,215104343,215372474,255,0.000631,0.000511,0.00012,89,188,0,0,12,0,1,1,1,3,0,0,0,6,14,0
Normal,0.001034,2,2,130,162,2901.354085,31,29,502901.375,626692.5,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,3,2,1,4,0,0,0,2,1,0
Normal,7.6e-05,2,0,503,0,13157.89532,64,0,26526316.0,0.0,0,0,0.076,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,252,0,0,0,40,0,40,40,40,40,0,0,0,40,40,0
Normal,0.007619,24,24,2158,2478,6168.788523,31,29,2172463.5,2493765.5,6,6,0.330182,0.305478,20.078978,0.419118,255,2800054307,2800356300,255,0.000723,0.000584,0.000139,90,103,0,0,3,0,8,1,1,1,0,0,0,1,8,0
Normal,0.774185,10,8,534,354,21.958576,254,252,4970.388184,3203.368652,2,1,80.342111,99.144711,4866.868067,180.703641,255,3992640407,2266060244,255,0.18117,0.080163,0.101007,53,44,0,0,5,1,1,1,1,5,0,0,0,1,5,0
Normal,0.001052,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,1,1,1,1,0,0,0,1,3,0
Normal,1.005247,28,30,4840,3080,56.702482,31,29,37149.07813,23699.64844,7,7,37.218001,34.645551,2110.016055,54.35809,255,4126790013,2382488461,255,0.000645,0.000522,0.000123,173,103,0,0,3,0,6,1,1,3,0,0,0,3,12,0
Normal,0.0,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.8,0.0,10.954524,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
Normal,0.018155,106,114,9400,12298,12062.79312,31,29,4103332.5,5371964.0,26,31,0.180182,0.165302,10.940924,10.280497,255,1741416968,1741734215,255,0.000769,0.000623,0.000146,89,108,0,0,1,0,3,1,1,2,0,0,0,1,1,0
Normal,0.001122,2,2,146,178,2673.796684,31,29,520499.0938,634581.0625,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,1,1,3,0,0,0,3,2,0
Normal,0.962788,16,12,3474,642,28.043557,254,252,27063.07227,4894.120117,5,3,63.201465,83.105727,3753.90616,131.667625,255,522815599,1006532543,255,0.134806,0.048622,0.086184,217,54,0,0,5,1,1,1,1,6,0,0,0,1,5,0
Normal,0.020312,52,42,37268,3380,4578.574227,31,29,14396219.0,1299724.25,18,8,0.391569,0.481732,21.56427,0.819692,255,2079650188,2080649303,255,0.000682,0.000557,0.000125,717,80,0,0,1,0,1,1,1,1,0,0,0,6,2,0
Normal,0.0,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.608,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
Normal,0.001035,2,2,146,178,2898.550823,31,29,564251.25,687922.75,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,2,1,6,0,0,0,7,2,0
Normal,0.381382,16,6,9514,268,55.062904,254,252,187109.0,4698.701172,5,1,24.343199,58.399398,1563.309012,79.962594,255,1215376893,2187804501,255,0.130792,0.089376,0.041416,595,45,0,0,3,1,1,1,1,3,0,0,0,2,3,0
Normal,0.000959,2,2,146,178,3128.258517,31,29,608967.6875,742440.0,0,0,0.009,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,2,0,0,0,2,2,0
Normal,0.001763,4,4,520,304,3970.504739,31,29,1769710.625,1034600.063,0,0,0.442,0.232333,0.620132,0.320793,0,0,0,0,0.0,0.0,0.0,130,76,0,0,15,0,4,1,1,3,0,0,0,6,7,0
Normal,1.161361,14,18,1684,10168,26.69282,31,29,10773.56641,66156.86719,3,5,89.307151,68.283059,8837.457978,7737.851634,255,2688997949,557871909,255,0.000685,0.000546,0.000139,120,565,1,3924,4,0,2,1,1,3,0,0,1,4,3,0
Normal,0.00106,2,2,146,178,2830.188576,31,29,550943.375,671698.0625,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,2,0,0,0,1,3,0
Normal,1.127794,10,8,738,354,15.073674,254,252,4717.17334,2198.983154,2,1,120.472,149.119859,6853.613861,271.929469,255,4116388725,3659858183,255,0.137605,0.083952,0.053653,74,44,0,0,4,1,1,1,1,2,0,0,0,1,3,0
Normal,0.001027,2,2,146,178,2921.129446,31,29,568646.5625,693281.375,0,0,0.008,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,1,0,0,0,1,2,0
Normal,0.000982,2,2,146,178,3054.989733,31,29,594704.6875,725050.875,0,0,0.001,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,4,3,0
Normal,0.002813,6,8,320,1932,4621.400641,31,29,759331.6875,4809100.5,1,2,0.5002,0.324286,27.415973,0.51329,255,2750219284,2754164892,255,0.000669,0.00054,0.000129,53,242,0,0,3,0,6,1,1,5,0,0,0,5,6,0
Normal,0.005053,8,12,424,8824,3760.142446,31,29,587373.8125,12806649.0,1,4,0.657286,0.418,42.376396,22.071634,255,930443002,937844748,255,0.000565,0.00045,0.000115,53,735,0,0,6,0,9,1,1,7,0,0,0,5,6,0
Normal,0.744122,106,114,9400,12298,294.306568,31,29,100112.6094,131064.5234,26,31,7.083981,6.698072,381.493741,372.326825,255,2959522152,2959844230,255,0.000767,0.000628,0.000139,89,108,0,0,1,0,5,1,1,2,0,0,0,4,1,0
Normal,0.238804,40,42,2542,23508,339.190302,31,29,83047.1875,768797.875,7,14,6.276316,5.813658,404.78659,392.733266,255,3576858677,1550540821,255,0.000558,0.000441,0.000117,64,560,0,0,13,0,3,1,1,3,0,0,0,2,12,0
Normal,0.001033,2,2,146,178,2904.162775,31,29,565343.6875,689254.625,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,2,1,0
Normal,0.234324,14,6,8928,320,81.084313,31,29,283061.0625,9115.583984,4,1,18.024924,46.732398,1607.581882,67.787875,255,2114498941,2579799728,255,0.000686,0.000541,0.000145,638,53,0,0,6,0,3,1,1,5,0,0,0,4,3,0
Normal,1.236007,368,746,19618,1087890,900.480355,31,29,126633.5859,7031882.5,2,370,3.366921,1.658431,194.311031,106.585623,255,2784173201,635616695,255,0.000583,0.000469,0.000114,53,1458,1,524288,2,0,2,1,1,1,0,0,1,6,2,0
Normal,1.951755,344,746,18370,1087890,557.959362,31,29,75079.09375,4453149.0,2,370,5.689359,2.619107,382.088169,243.556022,255,2039520519,2040479747,255,0.000641,0.000517,0.000124,53,1458,1,524288,3,0,2,1,1,6,0,0,1,1,2,0
Normal,3e-06,2,0,90,0,333333.3215,254,0,119999992.0,0.0,1,0,0.003,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,9,6,4,1,1,7,0,0,0,4,9,0
Normal,0.694518,10,6,588,268,21.597711,254,252,6104.953125,2580.206543,2,1,68.828333,121.352,3916.66507,187.444687,255,3898185122,4279438922,255,0.142114,0.087749,0.054365,59,45,0,0,5,1,1,1,1,2,0,0,0,4,2,0
Normal,0.306571,10,6,2550,268,48.928306,254,252,59888.24609,5845.301758,2,1,32.509444,49.989199,1654.817865,75.560922,255,1757527862,222724703,255,0.06897,0.056624,0.012346,255,45,0,0,10,1,2,2,1,10,0,0,0,2,10,0
Normal,0.004153,8,10,1052,824,4093.426251,31,29,1774139.125,1429328.125,2,2,0.544,0.399222,35.076382,0.661471,255,1702200162,1703264937,255,0.000688,0.000556,0.000132,132,82,1,83,1,0,8,1,1,7,0,0,1,8,3,0
Normal,0.01466,16,18,1540,1644,2251.023212,31,29,787994.5625,847476.125,4,4,0.9534,0.836235,62.843483,1.4178,255,799616571,805666906,255,0.000619,0.000439,0.00018,96,91,0,0,9,0,11,6,1,8,0,0,0,9,12,0
Normal,0.315253,22,26,1920,4416,149.086612,31,29,46515.02344,107773.7578,6,6,14.996143,12.5888,951.365051,877.267771,255,2903568204,2903861305,255,0.000637,0.000525,0.000112,87,170,0,0,9,0,1,1,1,2,0,0,0,1,6,0
Normal,15.867305,22,24,1920,4312,2.83602,31,29,924.16449,2083.781738,6,6,755.545321,755.555238,91723.31468,91728.6421,255,339482946,2489407082,255,0.000762,0.000633,0.000129,87,180,0,0,2,0,3,1,1,1,0,0,0,3,3,0
Reconnaissance,4e-06,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,3,1,1,1,0,0,0,1,4,0
Reconnaissance,9e-06,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,1,1,3,0,0,0,1,3,0
Reconnaissance,9e-06,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
Reconnaissance,0.632334,10,8,564,354,26.884526,254,252,6426.983398,3921.978027,2,1,69.722,88.349141,5450.611565,137.590484,255,3529762597,3569526373,255,0.06035,0.013881,0.046469,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Reconnaissance,3e-06,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0
Reconnaissance,9e-06,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
Reconnaissance,51.011105,42,0,18480,0,0.803747,254,0,2829.187988,0.0,0,0,1244.173375,0.0,1526.461125,0.0,0,0,0,0,0.0,0.0,0.0,440,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
Reconnaissance,1e-05,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,2,2,11,0,0,0,3,9,0
Reconnaissance,4e-06,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,4,3,3,10,0,0,0,5,7,0
Reconnaissance,0.769775,10,8,564,354,22.084376,254,252,5279.464844,3221.720703,2,1,85.530556,102.15643,5899.941884,141.389609,255,431704465,4267788781,255,0.129534,0.054078,0.075456,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Reconnaissance,0.513123,10,8,788,354,33.13046,254,252,11069.47168,4833.149414,2,1,56.907111,71.432,3701.046683,130.050992,255,922916629,103477872,255,0.062737,0.013097,0.04964,79,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0
Reconnaissance,3e-06,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0
Reconnaissance,1.167536,10,8,564,354,14.560579,254,252,3480.834717,2124.131348,2,1,126.778556,163.224281,7688.722439,261.692828,255,2783643676,121878886,255,0.083452,0.024957,0.058495,56,44,0,0,1,1,2,1,1,1,0,0,0,1,1,0
Reconnaissance,0.187407,10,6,870,268,80.039699,254,252,33424.57813,9562.076172,2,1,19.544333,36.105199,1045.124143,62.853363,255,2589122206,467741074,255,0.05416,0.006878,0.047282,87,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0
Reconnaissance,0.889544,10,8,564,354,19.110915,254,252,4568.632812,2787.945312,2,1,98.695556,115.436141,6326.561567,160.4645,255,3371708270,2315883198,255,0.122636,0.081488,0.041148,56,44,0,0,1,1,2,1,1,1,0,0,0,1,6,0
Reconnaissance,0.631695,10,8,564,354,26.911723,254,252,6433.484863,3925.945557,2,1,70.188333,88.528711,5424.70079,139.846406,255,3078233934,1317319581,255,0.052501,0.006941,0.04556,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0
Reconnaissance,8e-06,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,10,2,1,1,0,0,0,2,1,0
Reconnaissance,2e-06,2,0,168,0,500000.0013,254,0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0
Reconnaissance,0.877045,10,8,564,354,19.38327,254,252,4633.741699,2827.677002,2,1,93.988778,114.245141,6669.439645,159.001828,255,4246035104,2247753773,255,0.123374,0.077316,0.046058,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Reconnaissance,1.321118,10,8,564,354,12.867889,254,252,3076.182373,1877.197998,2,1,146.661556,178.570281,8845.418505,265.375187,255,2607108925,484948758,255,0.183839,0.07112,0.112719,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Reconnaissance,1.042181,10,6,508,268,14.392893,254,252,3515.704102,1719.470947,2,1,112.664778,176.842797,6073.636218,297.576531,255,3769350118,1054537295,255,0.253823,0.157966,0.095857,51,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Reconnaissance,9e-06,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0
Reconnaissance,9e-06,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,2,1,0
Reconnaissance,1.03834,10,8,564,354,16.372287,254,252,3913.939697,2388.427734,2,1,109.557222,136.975859,7141.594987,192.638531,255,988921927,2868004309,255,0.138807,0.0795,0.059307,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Reconnaissance,0.705811,10,8,564,354,24.085767,254,252,5757.915039,3513.688477,2,1,78.423444,99.566859,5676.328413,144.302031,255,2070641868,2610805084,255,0.040621,0.008214,0.032407,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
